movie_id,substituted_name,description,rating,name,genres
338,,,2887,Virtuosity (1995),Action Sci-Fi Thriller
2528,,,2884,Logan's Run (1976),Action Adventure Sci-Fi
1025,,,2872,"Sword in the Stone, The (1963)",Animation Children Fantasy Musical
4701,,,2871,Rush Hour 2 (2001),Action Comedy
3526,,,2868,Parenthood (1989),Comedy Drama
48385,,,2867,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy
3988,,,2865,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children Comedy Fantasy
477,,,2863,What's Love Got to Do with It? (1993),Drama Musical
2333,,,2862,Gods and Monsters (1998),Drama
4901,,,2858,Spy Game (2001),Action Crime Drama Thriller
4299,,,2856,"Knight's Tale, A (2001)",Action Adventure Comedy
1556,,,2851,Speed 2: Cruise Control (1997),Action Romance Thriller
1350,,,2849,"Omen, The (1976)",Drama Horror
1711,,,2846,Midnight in the Garden of Good and Evil (1997),Comedy Crime Drama Mystery
8376,,,2843,Napoleon Dynamite (2004),Comedy
3087,,,2842,Scrooged (1988),Comedy Fantasy Romance
2116,,,2837,"Lord of the Rings, The (1978)",Adventure Animation Children Fantasy
2409,,,2836,Rocky II (1979),Action Drama
41566,,,2831,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Action Adventure Children Fantasy
164,,,2824,Devil in a Blue Dress (1995),Crime Film-Noir Mystery Thriller
836,,,2823,Chain Reaction (1996),Action Adventure Thriller
2046,,,2821,Flight of the Navigator (1986),Adventure Children Sci-Fi
48780,,,2808,"Prestige, The (2006)",Drama Mystery Thriller
1283,,,2805,High Noon (1952),Western
4855,,,2804,Dirty Harry (1971),Action Crime Drama Thriller
3113,,,2803,End of Days (1999),Action Thriller
1591,,,2803,Spawn (1997),Action Adventure Sci-Fi Thriller
2245,,,2802,Working Girl (1988),Comedy Drama Romance
51662,,,2797,300 (2007),Action Fantasy War
1124,,,2792,On Golden Pond (1981),Drama
2384,,,2788,Babe: Pig in the City (1998),Children Comedy
412,,,2781,"Age of Innocence, The (1993)",Drama
1959,,,2776,Out of Africa (1985),Drama Romance
5945,,,2768,About Schmidt (2002),Comedy Drama
1224,,,2762,Henry V (1989),Drama War
1678,,,2761,"Joy Luck Club, The (1993)",Drama
1885,,,2760,"Opposite of Sex, The (1998)",Comedy Drama
3098,,,2759,"Natural, The (1984)",Drama
34048,,,2758,War of the Worlds (2005),Action Adventure Sci-Fi Thriller
737,,,2757,Barb Wire (1996),Action Sci-Fi
1834,,,2754,"Spanish Prisoner, The (1997)",Crime Drama Mystery Thriller
5673,,,2749,Punch-Drunk Love (2002),Comedy Drama Romance Thriller
2471,,,2746,Crocodile Dundee II (1988),Action Adventure Comedy
371,,,2745,"Paper, The (1994)",Comedy Drama
1091,,,2737,Weekend at Bernie's (1989),Comedy
3254,,,2736,Wayne's World 2 (1993),Comedy
1614,,,2736,In & Out (1997),Comedy
2010,,,2733,Metropolis (1927),Drama Romance Sci-Fi Thriller
3893,,,2733,Nurse Betty (2000),Comedy Crime Drama Romance Thriller
86,,,2732,White Squall (1996),Adventure Drama
2340,,,2731,Meet Joe Black (1998),Romance
3969,,,2730,Pay It Forward (2000),Children Drama
5015,,,2728,Monster's Ball (2001),Drama Romance
2467,,,2728,"Name of the Rose, The (Der Name der Rose) (1986)",Crime Drama Mystery Thriller
837,,,2722,Matilda (1996),Children Comedy Fantasy
2133,,,2719,Adventures in Babysitting (1987),Adventure Comedy
3827,,,2715,Space Cowboys (2000),Action Adventure Comedy Sci-Fi
428,,,2713,"Bronx Tale, A (1993)",Drama
218,,,2713,Boys on the Side (1995),Comedy Drama
4016,,,2709,"Emperor's New Groove, The (2000)",Adventure Animation Children Comedy Fantasy
5630,,,2706,Red Dragon (2002),Crime Mystery Thriller
930,,,2705,Notorious (1946),Film-Noir Romance Thriller
2986,,,2703,RoboCop 2 (1990),Action Crime Sci-Fi
7458,,,2702,Troy (2004),Action Adventure Drama War
3285,,,2693,"Beach, The (2000)",Adventure Drama
2126,,,2691,Snake Eyes (1998),Action Crime Mystery Thriller
2403,,,2689,First Blood (Rambo: First Blood) (1982),Action Drama Thriller
2662,,,2688,"War of the Worlds, The (1953)",Action Drama Horror Sci-Fi Thriller
1416,,,2687,Evita (1996),Drama Musical
1894,,,2682,Six Days Seven Nights (1998),Adventure Comedy Romance
3438,,,2681,Teenage Mutant Ninja Turtles (1990),Action Children Comedy Fantasy Sci-Fi
88,,,2680,Black Sheep (1996),Comedy
909,,,2679,"Apartment, The (1960)",Comedy Drama Romance
2410,,,2676,Rocky III (1982),Action Drama
1955,,,2674,Kramer Vs. Kramer (1979),Drama
2186,,,2665,Strangers on a Train (1951),Crime Drama Film-Noir Thriller
1248,,,2665,Touch of Evil (1958),Crime Film-Noir Thriller
215,,,2665,Before Sunrise (1995),Drama Romance
2642,,,2658,Superman III (1983),Action Adventure Sci-Fi
3168,,,2658,Easy Rider (1969),Adventure Drama
915,,,2655,Sabrina (1954),Comedy Romance
54286,,,2648,"Bourne Ultimatum, The (2007)",Action Adventure Mystery Thriller
2719,,,2647,"Haunting, The (1999)",Horror Thriller
2840,,,2642,Stigmata (1999),Drama Thriller
765,,,2642,Jack (1996),Comedy Drama
100,,,2640,City Hall (1996),Drama Thriller
519,,,2635,RoboCop 3 (1993),Crime Sci-Fi Thriller
48774,,,2634,Children of Men (2006),Action Adventure Drama Sci-Fi Thriller
2687,,,2632,Tarzan (1999),Animation Children
933,,,2631,To Catch a Thief (1955),Crime Mystery Romance Thriller
1217,,,2627,Ran (1985),Drama War
1297,,,2627,Real Genius (1985),Comedy
374,,,2626,Richie Rich (1994),Children Comedy
2664,,,2625,Invasion of the Body Snatchers (1956),Horror Sci-Fi Thriller
419,,,2620,"Beverly Hillbillies, The (1993)",Comedy
314,,,2617,"Secret of Roan Inish, The (1994)",Children Drama Fantasy Mystery
65,,,2612,Bio-Dome (1996),Comedy
5872,,,2605,Die Another Day (2002),Action Adventure Thriller
41569,,,2602,King Kong (2005),Action Adventure Drama Fantasy Thriller
58559,,,2598,"Dark Knight, The (2008)",Action Crime Drama IMAX
6188,,,2598,Old School (2003),Comedy
1835,,,2594,City of Angels (1998),Drama Fantasy Romance
3683,,,2592,Blood Simple (1984),Crime Drama Film-Noir
3740,,,2591,Big Trouble in Little China (1986),Action Adventure Comedy Fantasy
2991,,,2590,Live and Let Die (1973),Action Adventure Thriller
175,,,2588,Kids (1995),Drama
1566,,,2585,Hercules (1997),Adventure Animation Children Comedy Musical
6953,,,2584,21 Grams (2003),Drama Mystery Romance
2841,,,2582,Stir of Echoes (1999),Thriller
3409,,,2580,Final Destination (2000),Drama Thriller
2402,,,2578,Rambo: First Blood Part II (1985),Action War
2728,,,2577,Spartacus (1960),Action Drama Romance War
1956,,,2574,Ordinary People (1980),Drama
1344,,,2573,Cape Fear (1962),Thriller
3504,,,2573,Network (1976),Comedy Drama
1693,,,2571,Amistad (1997),Drama
